metric,statistic,value,scenario,instance
timepredict,min,0.025649365,rbv2_super,40982
timetrain,min,0.11587703,rbv2_super,40982
acc,max,0.88630754,rbv2_super,40982
auc,max,0.999022,rbv2_super,40982
bac,max,0.9266724,rbv2_super,40982
brier,max,1.6187638,rbv2_super,40982
f1,max,0.019686371,rbv2_super,40982
logloss,max,30.965353,rbv2_super,40982
memory,max,924.529,rbv2_super,40982
timepredict,max,3.9764159,rbv2_super,40982
timetrain,max,2064.2104,rbv2_super,40982
acc,min,0.379058,rbv2_super,1494
auc,min,0.15657452,rbv2_super,1494
bac,min,0.1845741,rbv2_super,1494
brier,min,0.06501302,rbv2_super,1494
f1,min,0.36382413,rbv2_super,1494
logloss,min,0.20294893,rbv2_super,1494
memory,min,0.8498525,rbv2_super,1494
timepredict,min,0.026704896,rbv2_super,1494
timetrain,min,0.12490952,rbv2_super,1494
acc,max,0.95409566,rbv2_super,1494
auc,max,0.9987153,rbv2_super,1494
bac,max,0.93462884,rbv2_super,1494
brier,max,0.46431908,rbv2_super,1494
f1,max,0.97568667,rbv2_super,1494
logloss,max,13.8489065,rbv2_super,1494
memory,max,551.6758,rbv2_super,1494
timepredict,max,2.5115516,rbv2_super,1494
timetrain,max,268.79114,rbv2_super,1494
acc,min,0.82879514,rbv2_rpart,4135
auc,min,0.37629613,rbv2_rpart,4135
bac,min,0.40599406,rbv2_rpart,4135
brier,min,0.030390834,rbv2_rpart,4135
f1,min,0.0,rbv2_rpart,4135
logloss,min,0.08822471,rbv2_rpart,4135
memory,min,301.20547,rbv2_rpart,4135
timepredict,min,0.028643336,rbv2_rpart,4135
timetrain,min,0.2817865,rbv2_rpart,4135
acc,max,0.96736234,rbv2_rpart,4135
auc,max,0.6488175,rbv2_rpart,4135
bac,max,0.6415424,rbv2_rpart,4135
brier,max,0.113825575,rbv2_rpart,4135
f1,max,0.012088537,rbv2_rpart,4135
logloss,max,0.48739848,rbv2_rpart,4135
memory,max,1112.6188,rbv2_rpart,4135
timepredict,max,0.21630226,rbv2_rpart,4135
timetrain,max,2.040111,rbv2_rpart,4135
acc,min,0.07980083,rbv2_ranger,40499
auc,min,0.33663675,rbv2_ranger,40499
bac,min,0.043124773,rbv2_ranger,40499
brier,min,0.03991917,rbv2_ranger,40499
f1,min,5.9604645e-08,rbv2_ranger,40499
logloss,min,0.10250502,rbv2_ranger,40499
memory,min,0.011063298,rbv2_ranger,40499
timepredict,min,0.026104167,rbv2_ranger,40499
timetrain,min,0.1700187,rbv2_ranger,40499
acc,max,0.9878639,rbv2_ranger,40499
auc,max,0.9995576,rbv2_ranger,40499
bac,max,0.985682,rbv2_ranger,40499
brier,max,0.9151349,rbv2_ranger,40499
f1,max,0.0032927394,rbv2_ranger,40499
logloss,max,2.9107575,rbv2_ranger,40499
memory,max,1673.6758,rbv2_ranger,40499
timepredict,max,6.3281617,rbv2_ranger,40499
timetrain,max,198.37883,rbv2_ranger,40499
acc,min,0.074886076,rbv2_xgboost,40498
auc,min,5.3125906e-18,rbv2_xgboost,40498
bac,min,-1.0000889e-12,rbv2_xgboost,40498
brier,min,1.717746e-13,rbv2_xgboost,40498
f1,min,-1.0000889e-12,rbv2_xgboost,40498
logloss,min,-3.448597e-11,rbv2_xgboost,40498
memory,min,0.0,rbv2_xgboost,40498
timepredict,min,0.022000507,rbv2_xgboost,40498
timetrain,min,0.123,rbv2_xgboost,40498
acc,max,1.0,rbv2_xgboost,40498
auc,max,1.0,rbv2_xgboost,40498
bac,max,0.99691963,rbv2_xgboost,40498
brier,max,1.9935569,rbv2_xgboost,40498
f1,max,0.99899197,rbv2_xgboost,40498
logloss,max,34.482853,rbv2_xgboost,40498
memory,max,13082.484,rbv2_xgboost,40498
timepredict,max,9.06504,rbv2_xgboost,40498
timetrain,max,2536.548,rbv2_xgboost,40498
acc,min,0.47622758,rbv2_super,1220
auc,min,0.25317112,rbv2_super,1220
bac,min,0.41894266,rbv2_super,1220
brier,min,0.07295668,rbv2_super,1220
f1,min,0.52045715,rbv2_super,1220
logloss,min,0.21894385,rbv2_super,1220
memory,min,0.0015175431,rbv2_super,1220
timepredict,min,0.053916246,rbv2_super,1220
timetrain,min,0.35720372,rbv2_super,1220
acc,max,0.95990753,rbv2_super,1220
auc,max,0.9148414,rbv2_super,1220
bac,max,0.6209804,rbv2_super,1220
brier,max,0.36940312,rbv2_super,1220
f1,max,0.9813149,rbv2_super,1220
logloss,max,10.503989,rbv2_super,1220
memory,max,3772.8972,rbv2_super,1220
timepredict,max,44.639256,rbv2_super,1220
timetrain,max,2191.3147,rbv2_super,1220
acc,min,0.97423655,rbv2_ranger,1056
auc,min,0.39452273,rbv2_ranger,1056
bac,min,0.27297264,rbv2_ranger,1056
brier,min,0.0033381127,rbv2_ranger,1056
f1,min,0.9889496,rbv2_ranger,1056
logloss,min,0.018301802,rbv2_ranger,1056
memory,min,2.560462,rbv2_ranger,1056
timepredict,min,0.03428013,rbv2_ranger,1056
timetrain,min,0.29884547,rbv2_ranger,1056
acc,max,0.9962401,rbv2_ranger,1056
auc,max,0.98816305,rbv2_ranger,1056
bac,max,0.7589859,rbv2_ranger,1056
brier,max,0.019902974,rbv2_ranger,1056
f1,max,0.99830973,rbv2_ranger,1056
logloss,max,0.109082215,rbv2_ranger,1056
memory,max,932.10913,rbv2_ranger,1056
timepredict,max,5.30555,rbv2_ranger,1056
timetrain,max,191.29582,rbv2_ranger,1056
acc,min,0.49643287,rbv2_svm,29
auc,min,0.117510036,rbv2_svm,29
bac,min,0.3940452,rbv2_svm,29
brier,min,0.060558476,rbv2_svm,29
f1,min,2.3841858e-06,rbv2_svm,29
logloss,min,0.25279567,rbv2_svm,29
memory,min,0.5990861,rbv2_svm,29
timepredict,min,0.036948793,rbv2_svm,29
timetrain,min,0.17651045,rbv2_svm,29
acc,max,0.93843067,rbv2_svm,29
auc,max,0.9879708,rbv2_svm,29
bac,max,0.9340709,rbv2_svm,29
brier,max,0.31548938,rbv2_svm,29
f1,max,0.9281047,rbv2_svm,29
logloss,max,0.88153917,rbv2_svm,29
memory,max,371.0202,rbv2_svm,29
timepredict,max,0.6487505,rbv2_svm,29
timetrain,max,220.51709,rbv2_svm,29
acc,min,0.012221575,rbv2_aknn,40496
auc,min,0.14077958,rbv2_aknn,40496
bac,min,0.004068941,rbv2_aknn,40496
brier,min,0.269092,rbv2_aknn,40496
f1,min,0.0,rbv2_aknn,40496
logloss,min,0.5996965,rbv2_aknn,40496
memory,min,1.9464917,rbv2_aknn,40496
timepredict,min,0.03401322,rbv2_aknn,40496
timetrain,min,0.126,rbv2_aknn,40496
acc,max,0.8846085,rbv2_aknn,40496
auc,max,0.9867655,rbv2_aknn,40496
bac,max,0.852721,rbv2_aknn,40496
brier,max,1.708897,rbv2_aknn,40496
f1,max,0.002001077,rbv2_aknn,40496
logloss,max,31.239782,rbv2_aknn,40496
memory,max,574.1969,rbv2_aknn,40496
timepredict,max,0.66016024,rbv2_aknn,40496
timetrain,max,12.144128,rbv2_aknn,40496
acc,min,9.144198e-07,rbv2_glmnet,1493
auc,min,0.25984162,rbv2_glmnet,1493
bac,min,1.3726379e-06,rbv2_glmnet,1493
brier,min,0.22615448,rbv2_glmnet,1493
f1,min,0.0,rbv2_glmnet,1493
logloss,min,0.48620757,rbv2_glmnet,1493
memory,min,120.196304,rbv2_glmnet,1493
timepredict,min,0.19186226,rbv2_glmnet,1493
timetrain,min,8.813091,rbv2_glmnet,1493
acc,max,0.9867204,rbv2_glmnet,1493
auc,max,0.99809825,rbv2_glmnet,1493
bac,max,0.9837888,rbv2_glmnet,1493
brier,max,1.0338916,rbv2_glmnet,1493
f1,max,0.0016307533,rbv2_glmnet,1493
logloss,max,5.527262,rbv2_glmnet,1493
memory,max,656.9667,rbv2_glmnet,1493
timepredict,max,1.516653,rbv2_glmnet,1493
timetrain,max,84.845894,rbv2_glmnet,1493
acc,min,0.30245647,rbv2_aknn,1485
auc,min,0.2664891,rbv2_aknn,1485
bac,min,0.42583063,rbv2_aknn,1485
brier,min,0.15643784,rbv2_aknn,1485
f1,min,9.0032816e-05,rbv2_aknn,1485
logloss,min,0.31936264,rbv2_aknn,1485
memory,min,76.22319,rbv2_aknn,1485
timepredict,min,0.06538616,rbv2_aknn,1485
timetrain,min,0.2411941,rbv2_aknn,1485
acc,max,0.8103624,rbv2_aknn,1485
auc,max,0.89135444,rbv2_aknn,1485
bac,max,0.79070556,rbv2_aknn,1485
brier,max,0.57953113,rbv2_aknn,1485
f1,max,0.79095286,rbv2_aknn,1485
logloss,max,23.263172,rbv2_aknn,1485
memory,max,673.194,rbv2_aknn,1485
timepredict,max,3.175402,rbv2_aknn,1485
timetrain,max,14.568396,rbv2_aknn,1485
acc,min,0.26414204,rbv2_rpart,1475
auc,min,0.43506238,rbv2_rpart,1475
bac,min,0.15497781,rbv2_rpart,1475
brier,min,0.59092635,rbv2_rpart,1475
f1,min,0.0,rbv2_rpart,1475
logloss,min,1.156555,rbv2_rpart,1475
memory,min,301.45767,rbv2_rpart,1475
timepredict,min,0.038605034,rbv2_rpart,1475
timetrain,min,0.36991253,rbv2_rpart,1475
acc,max,0.58028316,rbv2_rpart,1475
auc,max,0.858983,rbv2_rpart,1475
bac,max,0.5050452,rbv2_rpart,1475
brier,max,0.92484,rbv2_rpart,1475
f1,max,3.3825636e-05,rbv2_rpart,1475
logloss,max,9.795451,rbv2_rpart,1475
memory,max,604.56866,rbv2_rpart,1475
timepredict,max,0.16379818,rbv2_rpart,1475
timetrain,max,2.4369109,rbv2_rpart,1475
acc,min,0.8466659,rbv2_ranger,1050
auc,min,0.3503434,rbv2_ranger,1050
bac,min,0.40119597,rbv2_ranger,1050
brier,min,0.065195665,rbv2_ranger,1050
f1,min,0.9142957,rbv2_ranger,1050
logloss,min,0.22567764,rbv2_ranger,1050
memory,min,143.28354,rbv2_ranger,1050
timepredict,min,0.027405413,rbv2_ranger,1050
timetrain,min,0.25971285,rbv2_ranger,1050
acc,max,0.92230463,rbv2_ranger,1050
auc,max,0.8927462,rbv2_ranger,1050
bac,max,0.6616698,rbv2_ranger,1050
brier,max,0.12127858,rbv2_ranger,1050
f1,max,0.9548861,rbv2_ranger,1050
logloss,max,0.71584684,rbv2_ranger,1050
memory,max,586.84576,rbv2_ranger,1050
timepredict,max,1.1667887,rbv2_ranger,1050
timetrain,max,107.26265,rbv2_ranger,1050
auc,min,0.5000002,iaml_glmnet,1489
f1,min,0.7798923,iaml_glmnet,1489
ias,min,6.06069e-17,iaml_glmnet,1489
logloss,min,0.4285338,iaml_glmnet,1489
mec,min,0.00028229636,iaml_glmnet,1489
mmce,min,0.22778323,iaml_glmnet,1489
nf,min,0.0,iaml_glmnet,1489
rammodel,min,0.059575602,iaml_glmnet,1489
rampredict,min,11.046238,iaml_glmnet,1489
ramtrain,min,6.5498385,iaml_glmnet,1489
timepredict,min,0.1719277,iaml_glmnet,1489
timetrain,min,0.10734521,iaml_glmnet,1489
auc,max,0.8442745,iaml_glmnet,1489
f1,max,0.86434186,iaml_glmnet,1489
ias,max,3.8836246e-05,iaml_glmnet,1489
logloss,max,0.6648433,iaml_glmnet,1489
mec,max,1.1899976,iaml_glmnet,1489
mmce,max,0.31202328,iaml_glmnet,1489
nf,max,8.0,iaml_glmnet,1489
rammodel,max,0.06497873,iaml_glmnet,1489
rampredict,max,11.916987,iaml_glmnet,1489
ramtrain,max,11.851046,iaml_glmnet,1489
timepredict,max,0.18679848,iaml_glmnet,1489
timetrain,max,0.20184976,iaml_glmnet,1489
acc,min,0.4818023,rbv2_svm,41027
auc,min,0.38584185,rbv2_svm,41027
bac,min,0.224803,rbv2_svm,41027
brier,min,0.1523756,rbv2_svm,41027
f1,min,0.0,rbv2_svm,41027
logloss,min,0.34077895,rbv2_svm,41027
memory,min,0.0,rbv2_svm,41027
timepredict,min,1.0316094,rbv2_svm,41027
timetrain,min,9.687293,rbv2_svm,41027
acc,max,0.877644,rbv2_svm,41027
auc,max,0.9680637,rbv2_svm,41027
bac,max,0.84636444,rbv2_svm,41027
brier,max,0.58626956,rbv2_svm,41027
f1,max,0.10002062,rbv2_svm,41027
logloss,max,1.1609529,rbv2_svm,41027
memory,max,517.525,rbv2_svm,41027
timepredict,max,27.09723,rbv2_svm,41027
timetrain,max,2047.8738,rbv2_svm,41027
acc,min,0.3565814,rbv2_aknn,182
auc,min,0.38853145,rbv2_aknn,182
bac,min,0.43190145,rbv2_aknn,182
brier,min,0.09449689,rbv2_aknn,182
f1,min,0.0,rbv2_aknn,182
logloss,min,0.2286905,rbv2_aknn,182
memory,min,212.43933,rbv2_aknn,182
timepredict,min,0.074691005,rbv2_aknn,182
timetrain,min,0.27206087,rbv2_aknn,182
acc,max,0.93562573,rbv2_aknn,182
auc,max,0.99491465,rbv2_aknn,182
bac,max,0.9311359,rbv2_aknn,182
brier,max,1.2634897,rbv2_aknn,182
f1,max,0.019007921,rbv2_aknn,182
logloss,max,28.034798,rbv2_aknn,182
memory,max,763.6553,rbv2_aknn,182
timepredict,max,2.2157958,rbv2_aknn,182
timetrain,max,10.509729,rbv2_aknn,182
acc,min,0.083096005,rbv2_glmnet,42
auc,min,-3.2526065e-19,rbv2_glmnet,42
bac,min,5.3125906e-18,rbv2_glmnet,42
brier,min,0.04864586,rbv2_glmnet,42
f1,min,0.0,rbv2_glmnet,42
logloss,min,0.14189714,rbv2_glmnet,42
memory,min,269.0371,rbv2_glmnet,42
timepredict,min,0.029159311,rbv2_glmnet,42
timetrain,min,0.15751812,rbv2_glmnet,42
acc,max,0.9777447,rbv2_glmnet,42
auc,max,0.9976053,rbv2_glmnet,42
bac,max,0.9564315,rbv2_glmnet,42
brier,max,0.95189464,rbv2_glmnet,42
f1,max,0.00013488531,rbv2_glmnet,42
logloss,max,3.046691,rbv2_glmnet,42
memory,max,493.31393,rbv2_glmnet,42
timepredict,max,0.24275842,rbv2_glmnet,42
timetrain,max,14.228232,rbv2_glmnet,42
acc,min,0.28640154,rbv2_xgboost,1462
auc,min,0.26068455,rbv2_xgboost,1462
bac,min,0.42941913,rbv2_xgboost,1462
brier,min,0.0018793367,rbv2_xgboost,1462
f1,min,0.26044327,rbv2_xgboost,1462
logloss,min,0.025440117,rbv2_xgboost,1462
memory,min,0.0035089958,rbv2_xgboost,1462
timepredict,min,0.060035463,rbv2_xgboost,1462
timetrain,min,0.34998858,rbv2_xgboost,1462
acc,max,0.99779755,rbv2_xgboost,1462
auc,max,0.9988086,rbv2_xgboost,1462
bac,max,0.994315,rbv2_xgboost,1462
brier,max,0.7006845,rbv2_xgboost,1462
f1,max,0.9951814,rbv2_xgboost,1462
logloss,max,17.467886,rbv2_xgboost,1462
memory,max,472.66992,rbv2_xgboost,1462
timepredict,max,5.2229495,rbv2_xgboost,1462
timetrain,max,1007.03845,rbv2_xgboost,1462
acc,min,0.23365338,rbv2_rpart,4538
auc,min,0.44594485,rbv2_rpart,4538
bac,min,0.18910787,rbv2_rpart,4538
brier,min,0.58125466,rbv2_rpart,4538
f1,min,0.0,rbv2_rpart,4538
logloss,min,1.0830827,rbv2_rpart,4538
memory,min,334.36676,rbv2_rpart,4538
timepredict,min,0.03939218,rbv2_rpart,4538
timetrain,min,0.41397768,rbv2_rpart,4538
acc,max,0.5649596,rbv2_rpart,4538
auc,max,0.8181135,rbv2_rpart,4538
bac,max,0.52836895,rbv2_rpart,4538
brier,max,0.8829768,rbv2_rpart,4538
f1,max,0.00043797493,rbv2_rpart,4538
logloss,max,6.1097555,rbv2_rpart,4538
memory,max,687.877,rbv2_rpart,4538
timepredict,max,0.18234268,rbv2_rpart,4538
timetrain,max,2.2160277,rbv2_rpart,4538
acc,min,0.22042002,rbv2_xgboost,23517
auc,min,5.3281776e-12,rbv2_xgboost,23517
bac,min,-1.0000889e-12,rbv2_xgboost,23517
brier,min,7.5895486e-13,rbv2_xgboost,23517
f1,min,-1.0000889e-12,rbv2_xgboost,23517
logloss,min,-3.448597e-11,rbv2_xgboost,23517
memory,min,0.0,rbv2_xgboost,23517
timepredict,min,0.022000507,rbv2_xgboost,23517
timetrain,min,0.123,rbv2_xgboost,23517
acc,max,1.0,rbv2_xgboost,23517
auc,max,1.0,rbv2_xgboost,23517
bac,max,0.9999967,rbv2_xgboost,23517
brier,max,1.9935569,rbv2_xgboost,23517
f1,max,0.9999964,rbv2_xgboost,23517
logloss,max,34.482903,rbv2_xgboost,23517
memory,max,13027.251,rbv2_xgboost,23517
timepredict,max,31.79474,rbv2_xgboost,23517
timetrain,max,2481.4321,rbv2_xgboost,23517
acc,min,0.1885708,rbv2_svm,1476
auc,min,0.3342458,rbv2_svm,1476
bac,min,0.120753944,rbv2_svm,1476
brier,min,0.00573381,rbv2_svm,1476
f1,min,0.0,rbv2_svm,1476
logloss,min,0.014820168,rbv2_svm,1476
memory,min,0.0,rbv2_svm,1476
timepredict,min,0.05073218,rbv2_svm,1476
timetrain,min,0.39350262,rbv2_svm,1476
acc,max,0.99851,rbv2_svm,1476
auc,max,0.9999275,rbv2_svm,1476
bac,max,0.99804306,rbv2_svm,1476
brier,max,0.9556164,rbv2_svm,1476
f1,max,0.040246665,rbv2_svm,1476
logloss,max,2.0295284,rbv2_svm,1476
memory,max,998.54126,rbv2_svm,1476
timepredict,max,20.72779,rbv2_svm,1476
timetrain,max,1202.7045,rbv2_svm,1476
auc,min,0.50000113,iaml_glmnet,1067
f1,min,0.8842675,iaml_glmnet,1067
ias,min,8.359199e-17,iaml_glmnet,1067
logloss,min,0.3179584,iaml_glmnet,1067
mec,min,0.0012141259,iaml_glmnet,1067
mmce,min,0.12850918,iaml_glmnet,1067
nf,min,0.0,iaml_glmnet,1067
rammodel,min,0.09339891,iaml_glmnet,1067
rampredict,min,9.949314,iaml_glmnet,1067
ramtrain,min,6.6153507,iaml_glmnet,1067
timepredict,min,0.1388327,iaml_glmnet,1067
timetrain,min,0.13378257,iaml_glmnet,1067
auc,max,0.8280427,iaml_glmnet,1067
f1,max,0.91921,iaml_glmnet,1067
ias,max,0.08477874,iaml_glmnet,1067
logloss,max,1.2336965,iaml_glmnet,1067
mec,max,1.4603134,iaml_glmnet,1067
mmce,max,0.22643985,iaml_glmnet,1067
nf,max,20.0,iaml_glmnet,1067
rammodel,max,0.11785796,iaml_glmnet,1067
rampredict,max,10.182925,iaml_glmnet,1067
ramtrain,max,12.866182,iaml_glmnet,1067
timepredict,max,0.14553186,iaml_glmnet,1067
timetrain,max,0.5235686,iaml_glmnet,1067
acc,min,0.36168867,rbv2_svm,1475
auc,min,0.43294653,rbv2_svm,1475
bac,min,0.10553884,rbv2_svm,1475
brier,min,0.5270705,rbv2_svm,1475
f1,min,0.0,rbv2_svm,1475
logloss,min,1.0695775,rbv2_svm,1475
memory,min,0.0,rbv2_svm,1475
timepredict,min,0.1516627,rbv2_svm,1475
timetrain,min,1.2329924,rbv2_svm,1475
acc,max,0.59051377,rbv2_svm,1475
auc,max,0.8594271,rbv2_svm,1475
bac,max,0.43474552,rbv2_svm,1475
brier,max,0.83770466,rbv2_svm,1475
f1,max,0.008311361,rbv2_svm,1475
logloss,max,1.8846016,rbv2_svm,1475
memory,max,344.05908,rbv2_svm,1475
timepredict,max,5.61162,rbv2_svm,1475
timetrain,max,2028.8344,rbv2_svm,1475
acc,min,0.83085614,rbv2_svm,40994
auc,min,0.13927354,rbv2_svm,40994
bac,min,0.30095565,rbv2_svm,40994
brier,min,0.004953282,rbv2_svm,40994
f1,min,0.0,rbv2_svm,40994
logloss,min,0.030994607,rbv2_svm,40994
memory,min,62.3618,rbv2_svm,40994
timepredict,min,0.02924683,rbv2_svm,40994
timetrain,min,0.14898795,rbv2_svm,40994
acc,max,0.99477684,rbv2_svm,40994
auc,max,0.9985686,rbv2_svm,40994
bac,max,0.9794675,rbv2_svm,40994
brier,max,0.12775901,rbv2_svm,40994
f1,max,0.9857799,rbv2_svm,40994
logloss,max,0.51375407,rbv2_svm,40994
memory,max,397.72595,rbv2_svm,40994
timepredict,max,0.5490468,rbv2_svm,40994
timetrain,max,84.99027,rbv2_svm,40994
acc,min,0.45783597,rbv2_glmnet,41212
auc,min,0.4606811,rbv2_glmnet,41212
bac,min,0.21802455,rbv2_glmnet,41212
brier,min,0.36530542,rbv2_glmnet,41212
f1,min,0.0,rbv2_glmnet,41212
logloss,min,0.6258134,rbv2_glmnet,41212
memory,min,326.86093,rbv2_glmnet,41212
timepredict,min,0.04023136,rbv2_glmnet,41212
timetrain,min,1.2541057,rbv2_glmnet,41212
acc,max,0.74811876,rbv2_glmnet,41212
auc,max,0.9206916,rbv2_glmnet,41212
bac,max,0.6344928,rbv2_glmnet,41212
brier,max,0.6400303,rbv2_glmnet,41212
f1,max,0.00053215027,rbv2_glmnet,41212
logloss,max,1.2145637,rbv2_glmnet,41212
memory,max,492.4109,rbv2_glmnet,41212
timepredict,max,0.11969116,rbv2_glmnet,41212
timetrain,max,9.5856495,rbv2_glmnet,41212
acc,min,0.79071516,rbv2_rpart,41162
auc,min,0.36059204,rbv2_rpart,41162
bac,min,0.43710768,rbv2_rpart,41162
brier,min,0.07772793,rbv2_rpart,41162
f1,min,0.8936664,rbv2_rpart,41162
logloss,min,0.22131266,rbv2_rpart,41162
memory,min,605.8287,rbv2_rpart,41162
timepredict,min,0.06654262,rbv2_rpart,41162
timetrain,min,1.0493886,rbv2_rpart,41162
acc,max,0.91498107,rbv2_rpart,41162
auc,max,0.75826097,rbv2_rpart,41162
bac,max,0.7227694,rbv2_rpart,41162
brier,max,0.1403102,rbv2_rpart,41162
f1,max,0.9569751,rbv2_rpart,41162
logloss,max,0.7637061,rbv2_rpart,41162
memory,max,2180.9783,rbv2_rpart,41162
timepredict,max,1.502663,rbv2_rpart,41162
timetrain,max,5.404425,rbv2_rpart,41162
acc,min,0.4416128,rbv2_xgboost,41162
auc,min,0.414595,rbv2_xgboost,41162
bac,min,-1.0000889e-12,rbv2_xgboost,41162
brier,min,-3.2526065e-19,rbv2_xgboost,41162
f1,min,-1.0000889e-12,rbv2_xgboost,41162
logloss,min,-3.448597e-11,rbv2_xgboost,41162
memory,min,0.0,rbv2_xgboost,41162
timepredict,min,0.022000507,rbv2_xgboost,41162
timetrain,min,0.123,rbv2_xgboost,41162
acc,max,1.0,rbv2_xgboost,41162
auc,max,1.0,rbv2_xgboost,41162
bac,max,1.0,rbv2_xgboost,41162
brier,max,1.9935569,rbv2_xgboost,41162
f1,max,1.0,rbv2_xgboost,41162
logloss,max,34.482903,rbv2_xgboost,41162
memory,max,13082.484,rbv2_xgboost,41162
timepredict,max,209.79112,rbv2_xgboost,41162
timetrain,max,2540.641,rbv2_xgboost,41162
test_balanced_accuracy,min,0.18018351,lcbench,167168
test_cross_entropy,min,0.96312463,lcbench,167168
time,min,0.66530454,lcbench,167168
val_accuracy,min,14.945163,lcbench,167168
val_balanced_accuracy,min,0.18342708,lcbench,167168
val_cross_entropy,min,0.3400606,lcbench,167168
test_balanced_accuracy,max,0.875945,lcbench,167168
test_cross_entropy,max,1.5385661,lcbench,167168
time,max,1216.0524,lcbench,167168
val_accuracy,max,87.94883,lcbench,167168
val_balanced_accuracy,max,0.8780761,lcbench,167168
val_cross_entropy,max,1.5782667,lcbench,167168
acc,min,0.069286175,rbv2_aknn,377
auc,min,0.1661322,rbv2_aknn,377
bac,min,0.046595097,rbv2_aknn,377
brier,min,0.0025031727,rbv2_aknn,377
f1,min,0.0,rbv2_aknn,377
logloss,min,1.15210575e-14,rbv2_aknn,377
memory,min,77.18671,rbv2_aknn,377
timepredict,min,0.034437597,rbv2_aknn,377
timetrain,min,0.13461532,rbv2_aknn,377
acc,max,0.9990677,rbv2_aknn,377
auc,max,0.99998283,rbv2_aknn,377
bac,max,0.9981712,rbv2_aknn,377
brier,max,1.8205072,rbv2_aknn,377
f1,max,0.011052519,rbv2_aknn,377
logloss,max,33.345592,rbv2_aknn,377
memory,max,484.50165,rbv2_aknn,377
timepredict,max,0.6406931,rbv2_aknn,377
timetrain,max,6.0006704,rbv2_aknn,377
acc,min,0.15180017,rbv2_ranger,41169
auc,min,0.38129574,rbv2_ranger,41169
bac,min,0.020025067,rbv2_ranger,41169
brier,min,0.0,rbv2_ranger,41169
f1,min,0.0,rbv2_ranger,41169
logloss,min,-1.5345643e-11,rbv2_ranger,41169
memory,min,0.0,rbv2_ranger,41169
timepredict,min,0.02400092,rbv2_ranger,41169
timetrain,min,0.119,rbv2_ranger,41169
acc,max,1.0,rbv2_ranger,41169
auc,max,1.0,rbv2_ranger,41169
bac,max,1.0,rbv2_ranger,41169
brier,max,1.0544461,rbv2_ranger,41169
f1,max,0.0049976707,rbv2_ranger,41169
logloss,max,14.256442,rbv2_ranger,41169
memory,max,20873.086,rbv2_ranger,41169
timepredict,max,107.45326,rbv2_ranger,41169
timetrain,max,2370.1956,rbv2_ranger,41169
acc,min,0.52152944,rbv2_super,1040
auc,min,0.3416922,rbv2_super,1040
bac,min,0.262287,rbv2_super,1040
brier,min,0.0010542043,rbv2_super,1040
f1,min,0.59782374,rbv2_super,1040
logloss,min,0.00838807,rbv2_super,1040
memory,min,0.0015175431,rbv2_super,1040
timepredict,min,0.032001402,rbv2_super,1040
timetrain,min,0.11885244,rbv2_super,1040
acc,max,0.9976339,rbv2_super,1040
auc,max,0.99998474,rbv2_super,1040
bac,max,0.99468,rbv2_super,1040
brier,max,0.39546373,rbv2_super,1040
f1,max,0.9994971,rbv2_super,1040
logloss,max,6.1391,rbv2_super,1040
memory,max,1141.3517,rbv2_super,1040
timepredict,max,9.196767,rbv2_super,1040
timetrain,max,1620.3269,rbv2_super,1040
acc,min,0.97742397,rbv2_glmnet,1056
auc,min,0.44617203,rbv2_glmnet,1056
bac,min,0.44282487,rbv2_glmnet,1056
brier,min,0.0054868655,rbv2_glmnet,1056
f1,min,0.9942368,rbv2_glmnet,1056
logloss,min,0.022807503,rbv2_glmnet,1056
memory,min,341.93832,rbv2_glmnet,1056
timepredict,min,0.04532871,rbv2_glmnet,1056
timetrain,min,0.9883644,rbv2_glmnet,1056
acc,max,0.9910812,rbv2_glmnet,1056
auc,max,0.9769487,rbv2_glmnet,1056
bac,max,0.6437868,rbv2_glmnet,1056
brier,max,0.01136314,rbv2_glmnet,1056
f1,max,0.9973453,rbv2_glmnet,1056
logloss,max,0.10510099,rbv2_glmnet,1056
memory,max,655.3675,rbv2_glmnet,1056
timepredict,max,0.16928768,rbv2_glmnet,1056
timetrain,max,7.7597027,rbv2_glmnet,1056
acc,min,0.2087918,rbv2_glmnet,188
auc,min,0.3934444,rbv2_glmnet,188
bac,min,0.14563456,rbv2_glmnet,188
brier,min,0.09170876,rbv2_glmnet,188
f1,min,0.0,rbv2_glmnet,188
logloss,min,0.20509748,rbv2_glmnet,188
memory,min,206.43002,rbv2_glmnet,188
timepredict,min,0.031255115,rbv2_glmnet,188
timetrain,min,0.2109833,rbv2_glmnet,188
acc,max,0.88727504,rbv2_glmnet,188
auc,max,0.9841491,rbv2_glmnet,188
bac,max,0.80096567,rbv2_glmnet,188
brier,max,1.1551557,rbv2_glmnet,188
f1,max,0.00020244718,rbv2_glmnet,188
logloss,max,4.2369857,rbv2_glmnet,188
memory,max,467.64508,rbv2_glmnet,188
timepredict,max,0.12304482,rbv2_glmnet,188
timetrain,max,9.535078,rbv2_glmnet,188
acc,min,0.5514556,rbv2_aknn,3
auc,min,0.6475663,rbv2_aknn,3
bac,min,0.53473365,rbv2_aknn,3
brier,min,0.03493738,rbv2_aknn,3
f1,min,0.6629301,rbv2_aknn,3
logloss,min,0.05940269,rbv2_aknn,3
memory,min,35.174633,rbv2_aknn,3
timepredict,min,0.105138004,rbv2_aknn,3
timetrain,min,0.3339085,rbv2_aknn,3
acc,max,0.96437055,rbv2_aknn,3
